         MJD         m       dm  uJy  duJy F  err  chi/N       RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
59699.413263 16.628787      NaN -319   270 c    0   1.32 196.6049 53.47931 10194.88  5657.96 2.74 2.48  23.7 -0.457    16.75 18.08 02a59699o0404c 0x402802 270.785157
59699.423369 16.831577      NaN -379   224 c    0   1.73 196.6049 53.47931 10213.92  5544.31 2.71 2.45  26.4 -0.459    16.98 18.30 02a59699o0426c 0x402802 224.945774
59723.359266 16.614142 0.014547  821    11 c    0 273.62 196.6049 53.47931  1744.24  3312.29 2.53 2.38  25.7 -0.411    19.57 21.28 02a59723o0268c   0x0001  23.358104
59723.362466 19.367717      NaN   29    12 c    0   1.38 196.6049 53.47931  1727.03  3276.69 2.52 2.38  25.7 -0.410    19.56 21.27 02a59723o0275c   0x0000  23.845357
59723.367953 19.766969      NaN    6    13 c    0   0.61 196.6049 53.47931  1787.07  3350.70 2.44 2.30  30.2 -0.418    19.59 21.26 02a59723o0287c   0x0000  24.363929
59723.379862 19.529530      NaN   17    13 c    0   0.82 196.6049 53.47931  1808.50  3235.87 2.51 2.41  17.4 -0.415    19.52 21.22 02a59723o0313c   0x0000  24.363929
59727.320298 18.878500      NaN  -67    34 c    0   1.28 196.6049 53.47931  1754.04  3322.09 2.61 2.33  27.8 -0.407    18.08 19.53 02a59727o0182c   0x0000  39.756773
59727.323497 19.302877      NaN   -1    23 c    0   0.80 196.6049 53.47931  1734.28  3283.42 2.61 2.31  28.0 -0.408    18.83 20.39 02a59727o0189c   0x0000  30.880431
59727.330366 18.757738      NaN   36    26 c    0   1.40 196.6049 53.47931  1793.98  3357.09 2.65 2.38  29.0 -0.401    18.58 20.09 02a59727o0204c   0x0000  33.175308
59727.341795 19.102305      NaN   38    15 c    0   2.89 196.6049 53.47931  1813.98  3238.18 2.47 2.28  29.4 -0.413    19.20 20.76 02a59727o0229c   0x0000  25.487272
59731.378347 19.287255      NaN   31    13 c    0   1.47 196.6049 53.47931  1206.23  7211.96 2.68 2.55   8.9 -0.414    19.53 21.42 02a59731o0140c 0x402800  24.363929
59731.382477 19.922338      NaN  -10    13 c    0   1.02 196.6049 53.47931  1187.32  7172.76 2.65 2.56 -39.8 -0.422    19.49 21.42 02a59731o0149c 0x402800  24.363929
59731.387984 19.674510      NaN   13    12 c    0   5.07 196.6049 53.47931  1245.17  7246.46 2.78 2.70  -3.6 -0.405    19.46 21.40 02a59731o0161c 0x402801  23.845357
59731.399926 19.841877      NaN   -5    14 c    0   1.11 196.6049 53.47931  1264.31  7126.99 2.66 2.56  14.5 -0.420    19.48 21.38 02a59731o0187c   0x2000  24.911865
59751.286357 19.791368      NaN    2    14 c    0   0.71 196.6049 53.47931  3254.09  9675.60 2.35 2.23 -54.4 -0.432    19.69 21.48 02a59751o0094c   0x0000  24.911865
59751.289575 19.743105 0.283236   46    12 c    0   1.29 196.6049 53.47931  3235.66  9636.14 2.36 2.26 -47.8 -0.433    19.68 21.48 02a59751o0101c   0x0000  23.845357
59751.295536 19.367717      NaN   23    14 c    0   1.63 196.6049 53.47931  3289.47  9712.32 2.48 2.33 -51.1 -0.428    19.63 21.46 02a59751o0114c 0x400800  24.911865
59751.307471 19.351140 0.213857   66    13 c    0   2.46 196.6049 53.47931  3307.68  9594.25 2.40 2.29 -53.3 -0.430    19.66 21.46 02a59751o0140c   0x0000  24.363929
59783.252984 18.857417      NaN   38    22 c    0   1.53 196.6049 53.47931  8242.99  5143.44 2.59 2.27  29.1 -0.396    18.64 19.66 02a59783o0025c   0x0000  30.143010
59783.256599 19.569016      NaN  -23    18 c    0   0.67 196.6049 53.47931  8225.69  5102.42 2.58 2.35  30.4 -0.400    19.11 20.30 02a59783o0033c   0x0000  27.360574
59783.263444 19.472870      NaN   17    14 c    0   0.81 196.6049 53.47931  8279.48  5179.50 2.62 2.38  31.0 -0.401    19.46 20.92 02a59783o0048c   0x0000  24.911865
59783.276646 19.719755      NaN    8    13 c    0   1.36 196.6049 53.47931  8298.18  5061.96 2.63 2.39  28.9 -0.402    19.52 21.09 02a59783o0077c   0x0000  24.363929
59787.257830 19.569016      NaN    9    15 c    0   1.88 196.6049 53.47931  3026.60  1512.21 2.79 2.66 -89.6 -0.401    19.15 20.62 02a59787o0039c   0x0000  25.487272
59787.260996 19.384550      NaN   25    13 c    0   2.00 196.6049 53.47931  3007.15  1473.49 2.62 2.49  84.1 -0.419    19.36 20.89 02a59787o0046c   0x0000  24.363929
59787.267343 19.719755      NaN    2    15 c    0   0.77 196.6049 53.47931  3068.17  1549.54 2.69 2.54  88.1 -0.418    19.40 21.05 02a59787o0060c   0x0000  25.487272
59787.280945 19.549093      NaN   13    14 c    0   1.78 196.6049 53.47931  3089.31  1432.33 2.97 2.79 -82.1 -0.408    19.31 21.06 02a59787o0090c   0x0000  24.911865
59819.233566 17.833722      NaN    0    89 c    0   1.20 196.6049 53.47931  5102.62  9540.93 3.04 2.60  32.0 -0.382    17.52 18.53 02a59819o0020c   0x0000  91.354261
59819.236731 18.504094      NaN  -13    48 c    0   0.92 196.6049 53.47931  5084.17  9499.82 2.67 2.44  25.1 -0.397    18.30 19.33 02a59819o0027c   0x0000  52.236013
59819.242173 19.256669      NaN   -6    24 c    0   2.46 196.6049 53.47931  5137.73  9577.12 2.61 2.47  17.5 -0.396    18.96 20.26 02a59819o0039c   0x0000  31.632278
59819.252128 19.454622      NaN   -7    20 c    0   0.90 196.6049 53.47931  5155.06  9465.76 2.64 2.56   0.4 -0.407    19.19 20.70 02a59819o0061c   0x0000  28.715867
59909.585800 19.791368      NaN    8    12 c    0   2.70 196.6049 53.47931  6306.02  5300.77 3.64 3.28  36.8 -0.286    19.20 20.98 01a59909o0856c   0x0000  23.845357
59909.590911 20.009244      NaN  -13    12 c    0   3.61 196.6049 53.47931  6288.09  5255.36 3.61 3.29  34.9 -0.298    19.19 21.02 01a59909o0867c  0x80000  23.845357
59909.593680 19.841877      NaN    3    13 c    0   1.89 196.6049 53.47931  6346.34  5332.37 3.52 3.20  37.2 -0.299    19.25 21.04 01a59909o0873c  0x80000  24.363929
59909.605304 20.103715      NaN    3    10 c    0   1.90 196.6049 53.47931  6372.57  5221.38 3.60 3.24  37.9 -0.286    19.29 21.14 01a59909o0898c   0x0000  22.904171
59999.631447 18.816441      NaN  -11    36 c    0   1.53 196.6049 53.47931  6910.14  7304.85 2.77 2.46  38.2 -0.397    18.35 20.15 02a59999o0104c   0x0000  41.480128
59999.641840 18.933071      NaN   31    22 c    0   1.08 196.6049 53.47931  6892.74  7266.66 2.69 2.39  32.1 -0.409    18.96 20.72 02a59999o0126c   0x0000  30.143010
59999.646169 18.029238      NaN   70    51 c    0   1.16 196.6049 53.47931  6946.68  7344.45 2.70 2.44  34.4 -0.406    17.79 19.37 02a59999o0134c   0x0000  55.005464
59999.655843 19.454622      NaN  -21    20 c    0   2.21 196.6049 53.47931  6965.13  7224.75 2.87 2.53  34.1 -0.402    18.72 20.44 02a59999o0153c   0x0000  28.715867
59999.666112 18.094452      NaN   60    50 c    0   0.89 196.6049 53.47931  6928.25  7282.63 2.89 2.58  32.1 -0.384    18.06 19.13 02a59999o0173c 0x400100  54.079581
60048.416392 19.922338      NaN   -2    13 c    0   1.20 196.6049 53.47931  1177.91  1681.60 2.35 2.26 -71.3 -0.434    19.60 21.44 02a60048o0388c   0x0000  24.363929
60048.423503 19.472870      NaN   17    14 c    0   0.56 196.6049 53.47931  1154.46  1637.85 2.31 2.28  80.0 -0.436    19.61 21.43 02a60048o0402c   0x0000  24.911865
60048.426733 19.652575 0.282291   50    13 c    0   1.13 196.6049 53.47931  1215.59  1712.12 2.38 2.20  37.5 -0.427    19.59 21.44 02a60048o0409c   0x0000  24.363929
60048.460847 19.841877 0.284359   42    11 c    0   1.80 196.6049 53.47931  1232.92  1586.20 2.32 2.22  59.4 -0.441    19.61 21.46 02a60048o0477c   0x0000  23.358104
60050.421428 19.351140      NaN  -15    22 c    0   2.43 196.6049 53.47931  5171.44  7404.22 2.45 2.30  31.9 -0.420    19.10 20.76 02a60050o0394c 0x400800  30.143010
60050.424743 19.589310      NaN    5    16 c    0   1.14 196.6049 53.47931  5150.83  7364.69 2.40 2.26  32.1 -0.420    19.27 20.93 02a60050o0401c   0x0000  26.088331
60050.432463 19.351140      NaN   21    15 c    0   1.14 196.6049 53.47931  5207.94  7440.62 2.46 2.29  32.5 -0.414    19.36 21.03 02a60050o0418c   0x0000  25.487272
60050.442493 19.696897      NaN   -5    16 c    0   3.28 196.6049 53.47931  5227.71  7322.20 2.48 2.26  30.6 -0.413    19.36 21.02 02a60050o0440c   0x0000  26.088331
60052.407620 19.128787      NaN   -8    27 c    0   1.38 196.6049 53.47931  1950.85  3307.30 2.33 2.23  31.2 -0.415    18.37 19.88 02a60052o0377c   0x0000  33.964703
60052.410969 18.729535      NaN   15    34 c    0   0.78 196.6049 53.47931  1930.35  3266.29 2.32 2.20  27.5 -0.419    18.48 19.97 02a60052o0384c   0x0000  39.756773
60052.417813 18.566153      NaN    7    43 c    0   1.12 196.6049 53.47931  1991.43  3341.56 2.40 2.27  31.0 -0.419    17.92 19.39 02a60052o0399c   0x0000  47.682293
60052.427572 19.183773      NaN    2    25 c    0   1.26 196.6049 53.47931  2010.14  3221.48 2.43 2.31  30.2 -0.418    18.55 20.13 02a60052o0419c  0x80000  32.397547
60056.409926 19.454622      NaN   18    14 c    0   1.12 196.6049 53.47931  7864.04  3481.52 2.64 2.52  39.3 -0.392    19.41 21.06 02a60056o0390c   0x0000  24.911865
60056.413220 19.841877      NaN   -1    14 c    0   0.89 196.6049 53.47931  7844.11  3441.39 2.53 2.40  30.0 -0.393    19.45 21.06 02a60056o0397c   0x0000  24.911865
60056.419144 19.674510      NaN   19    10 c    0   2.59 196.6049 53.47931  7903.87  3518.89 2.56 2.44  33.4 -0.391    19.43 21.05 02a60056o0410c   0x0000  22.904171
60056.432127 20.009244      NaN  -10    12 c    0   0.98 196.6049 53.47931  7926.24  3401.43 2.53 2.38  30.9 -0.393    19.42 21.02 02a60056o0438c   0x0000  23.845357
60058.422704 19.014394      NaN   36    18 c    0   0.86 196.6049 53.47931  3450.80  9663.73 2.34 2.27 -11.0 -0.412    19.49 21.05 02a60058o0416c   0x0000  27.360574
60058.425898 19.841877      NaN   -7    14 c    0   1.15 196.6049 53.47931  3431.63  9624.52 2.42 2.28  25.5 -0.401    19.46 21.06 02a60058o0423c   0x0000  24.911865
60058.461536 18.921935      NaN   35    21 c    0   0.79 196.6049 53.47931  3487.60  9695.01 2.32 2.25 -12.3 -0.407    19.49 21.12 02a60058o0498c   0x0000  29.421098
60058.474047 19.212347      NaN   18    19 c    0   0.74 196.6049 53.47931  3511.33  9574.89 2.33 2.28  33.1 -0.403    19.46 21.06 02a60058o0522c   0x0000  28.028575
60076.425956 19.569016      NaN    6    16 c    0   0.94 196.6049 53.47931  5272.25  9526.63 2.37 2.34  87.9 -0.408    19.52 21.05 02a60076o0187c   0x0000  26.088331
60076.429957 19.696897      NaN  -20    16 c    0   1.10 196.6049 53.47931  5253.91  9486.45 2.43 2.41  51.8 -0.401    19.46 21.04 02a60076o0195c   0x0000  26.088331
60076.435774 19.674510      NaN    4    15 c    0   1.41 196.6049 53.47931  5309.97  9563.53 2.37 2.36  -8.9 -0.413    19.48 21.01 02a60076o0207c   0x0000  25.487272
60076.446873 19.063754      NaN   35    17 c    0   0.71 196.6049 53.47931  5332.32  9443.76 2.37 2.35  13.9 -0.411    19.47 21.00 02a60076o0231c   0x0000  26.713312
60078.378242 19.142275      NaN   38    14 c    0   1.11 196.6049 53.47931  9839.73  3454.20 2.49 2.24 -64.9 -0.421    19.61 21.27 02a60078o0310c   0x0000  24.911865
60078.381417 19.384550      NaN   22    14 c    0   1.46 196.6049 53.47931  9820.03  3413.88 2.47 2.21 -60.6 -0.420    19.62 21.27 02a60078o0317c   0x0000  24.911865
60078.387351 19.051202      NaN   30    19 c    0   0.81 196.6049 53.47931  9880.64  3493.73 2.48 2.25 -60.3 -0.421    19.57 21.26 02a60078o0330c 0x400800  28.028575
60078.397409 19.241693      NaN   25    16 c    0   0.56 196.6049 53.47931  9900.26  3375.36 2.44 2.24 -60.9 -0.420    19.59 21.27 02a60078o0352c   0x0000  26.088331
60104.329367 19.922338      NaN  -22    13 c    0   1.84 196.6049 53.47931  1265.83  7206.55 2.59 2.48 -52.3 -0.413    19.48 21.39 02a60104o0179c   0x2000  24.363929
60104.332160 19.696897 0.248815   48    11 c    0   7.50 196.6049 53.47931  1245.91  7167.29 2.53 2.45  -7.5 -0.423    19.51 21.38 02a60104o0185c 0x402801  23.358104
60104.337777 20.009244 0.361912   36    12 c    0   2.30 196.6049 53.47931  1303.94  7241.15 2.53 2.45 -43.6 -0.423    19.53 21.38 02a60104o0197c   0x2000  23.845357
60104.348386 19.128787      NaN   39    14 c    0   6.23 196.6049 53.47931  1324.28  7122.36 2.47 2.40 -30.0 -0.427    19.52 21.37 02a60104o0219c   0x2001  24.911865
60106.327157 18.582238 0.105333  134    13 c    0   5.06 196.6049 53.47931  7713.04  3471.66 2.68 2.63  83.4 -0.383    19.53 21.47 02a60106o0177c 0x402801  24.363929
60106.329996 16.351171 0.010380 1046    10 c    0 356.54 196.6049 53.47931  7695.00  3433.11 2.72 2.66 -89.6 -0.386    19.53 21.49 02a60106o0183c 0x402801  22.904171
60106.337451 19.766969      NaN    9    12 c    0   1.34 196.6049 53.47931  7752.64  3509.45 2.55 2.47  40.0 -0.387    19.59 21.50 02a60106o0199c   0x2000  23.845357
60106.348343 19.766969      NaN   12    11 c    0   1.48 196.6049 53.47931  7775.71  3394.36 2.55 2.46  84.0 -0.390    19.60 21.49 02a60106o0222c   0x2000  23.358104
60108.323438 19.696897      NaN  -13    16 c    0   1.20 196.6049 53.47931  3293.64  9658.91 2.79 2.60 -59.0 -0.406    19.46 21.48 02a60108o0128c   0x0000  26.088331
60108.326621 19.922338      NaN  -16    13 c    0   1.50 196.6049 53.47931  3276.02  9618.59 2.80 2.60 -55.6 -0.406    19.46 21.49 02a60108o0135c   0x0000  24.363929
60108.332306 19.491430      NaN   10    16 c    0   0.87 196.6049 53.47931  3331.07  9695.56 2.84 2.62 -53.1 -0.409    19.46 21.50 02a60108o0147c   0x0000  26.088331
60108.343448 19.868040 0.317776   41    12 c    0   3.50 196.6049 53.47931  3348.87  9574.12 2.67 2.46 -51.8 -0.409    19.55 21.47 02a60108o0171c   0x0000  23.845357
60110.329123 19.351140      NaN   18    16 c    0   1.08 196.6049 53.47931  8860.18  9927.32 2.80 2.51 -63.0 -0.397    19.64 21.39 02a60110o0180c  0x80000  26.088331
60110.332384 19.868040      NaN    2    13 c    0   1.97 196.6049 53.47931  8841.80  9886.47 2.76 2.46 -59.6 -0.402    19.62 21.38 02a60110o0187c   0x0000  24.363929
60110.338624 19.766969      NaN   -6    15 c    0   2.59 196.6049 53.47931  8897.26  9967.08 2.87 2.49 -58.4 -0.394    19.59 21.37 02a60110o0200c   0x0000  25.487272
60110.348314 19.287255      NaN   28    14 c    0   1.67 196.6049 53.47931  8915.69  9848.92 2.75 2.50 -58.2 -0.400    19.62 21.38 02a60110o0221c 0x400100  24.911865
60112.310996 19.472870      NaN   14    15 c    0   1.01 196.6049 53.47931  4425.04  5277.64 2.32 2.21  25.0 -0.418    19.51 21.14 02a60112o0141c   0x0000  25.487272
60112.313821 19.436675      NaN   19    14 c    0   1.16 196.6049 53.47931  4407.07  5240.13 2.31 2.18  26.6 -0.421    19.53 21.15 02a60112o0147c   0x0000  24.911865
60112.319270 19.569016 0.241275   54    12 c    0   1.49 196.6049 53.47931  4463.49  5313.90 2.46 2.24  33.3 -0.405    19.49 21.15 02a60112o0158c   0x0000  23.845357
60112.330407 16.070953 0.008821 1354    11 c    0 781.76 196.6049 53.47931  4483.96  5197.12 2.38 2.25  24.4 -0.411    19.51 21.14 02a60112o0182c   0x0001  23.358104
60114.327383 19.367717      NaN   20    15 c    0   2.75 196.6049 53.47931  9201.14  1281.16 2.63 2.08 -63.6 -0.438    19.64 21.45 02a60114o0170c   0x0000  25.487272
60114.330117 19.841877      NaN  -12    14 c    0   0.72 196.6049 53.47931  9181.38  1242.20 2.60 2.05 -61.8 -0.441    19.63 21.44 02a60114o0176c   0x0000  24.911865
60114.335960 19.334813      NaN   25    14 c    0   0.74 196.6049 53.47931  9240.30  1319.76 2.48 2.08 -62.9 -0.436    19.62 21.44 02a60114o0188c   0x0000  24.911865
60114.346837 19.922338      NaN   12     9 c    0   1.99 196.6049 53.47931  9265.70  1202.26 2.63 2.10 -62.7 -0.439    19.63 21.41 02a60114o0211c   0x0000  22.485574
60116.333381 19.183773      NaN   32    15 c    0   0.79 196.6049 53.47931  8294.45  5134.66 2.39 2.33  78.9 -0.405    19.56 21.14 02a60116o0185c   0x0000  25.487272
60116.336760 19.631075      NaN   15    12 c    0   1.18 196.6049 53.47931  8276.04  5093.39 2.40 2.33  62.9 -0.406    19.56 21.14 02a60116o0192c   0x0000  23.845357
60116.342722 19.569016      NaN   18    12 c    0   1.01 196.6049 53.47931  8334.06  5173.34 2.42 2.34  49.8 -0.409    19.52 21.12 02a60116o0204c   0x0000  23.845357
60116.354063 20.009244      NaN   -4    12 c    0   0.94 196.6049 53.47931  8355.01  5056.09 2.39 2.35  76.0 -0.408    19.54 21.06 02a60116o0228c   0x0000  23.845357
60134.306953 18.878500      NaN   -6    34 c    0   1.08 196.6049 53.47931  8847.71  2500.71 2.72 2.40 -66.8 -0.406    18.32 19.64 02a60134o0131c   0x0000  39.756773
60134.309869 18.186107      NaN   52    47 c    0   0.82 196.6049 53.47931  8829.23  2462.85 2.82 2.46 -66.3 -0.398    18.11 19.52 02a60134o0137c   0x0000  51.318623
60134.315667 18.729535      NaN  -38    39 c    0   0.79 196.6049 53.47931  8886.42  2540.20 2.82 2.35 -66.9 -0.399    18.41 19.80 02a60134o0149c   0x0000  44.108968
60134.331563 17.887916      NaN  113    47 c    0   0.97 196.6049 53.47931  8904.54  2421.60 2.66 2.32 -68.0 -0.406    18.22 19.60 02a60134o0183c   0x0000  51.318623
60136.274330 19.472870      NaN   14    15 c    0   2.71 196.6049 53.47931  7393.83  6820.81 3.02 2.91 -86.4 -0.413    19.37 21.26 02a60136o0061c   0x0000  25.487272
60136.277502 19.922338      NaN   -3    13 c    0   2.41 196.6049 53.47931  7377.43  6781.56 2.85 2.68 -78.2 -0.413    19.27 21.10 02a60136o0068c   0x0000  24.363929
60136.282774 19.631075      NaN  -12    17 c    0   0.89 196.6049 53.47931  7430.56  6859.17 2.85 2.77  80.0 -0.408    19.22 21.03 02a60136o0079c  0x80000  26.713312
60136.296865 16.762717      NaN  119   199 c    0   1.09 196.6049 53.47931  7446.22  6738.47 3.08 2.99  81.5 -0.407    16.22 17.65 02a60136o0109c 0x400802 200.063992
60138.260575 19.302877      NaN -170    23 c    0  99.50 196.6049 53.47931   462.75   295.98 4.02 3.58 -63.6 -0.357    18.48 20.22 02a60138o0031c 0x400801  30.880431
60138.261027 19.102305      NaN   17    22 c    0   1.92 196.6049 53.47931  2978.66 10424.71 3.75 3.26 -56.0 -0.385    18.84 20.60 02a60138o0032c  0x80000  30.143010
60138.264862 19.102305      NaN   32    17 c    0   2.22 196.6049 53.47931  2962.08 10385.73 3.83 3.31 -53.9 -0.384    19.00 20.86 02a60138o0040c  0x80000  26.713312
60138.265766 19.549093      NaN    4    17 c    0   2.26 196.6049 53.47931   443.20   257.68 3.96 3.52 -66.9 -0.357    18.97 20.81 02a60138o0042c  0x80000  26.713312
60138.268938 19.510313 0.304768   57    16 c    0   3.85 196.6049 53.47931   506.78   331.11 4.41 3.99 -66.9 -0.338    18.84 20.85 02a60138o0049c  0x80000  26.088331
60138.270745 19.510313      NaN  -18    19 c    0   1.63 196.6049 53.47931  3017.34 10461.98 3.35 2.83 -52.9 -0.394    19.13 20.89 02a60138o0053c   0x0000  28.028575
60138.279945 19.169763      NaN -183    26 c    0  70.50 196.6049 53.47931   525.00   209.17 3.86 3.39 -63.8 -0.351    18.29 20.04 02a60138o0072c 0x400801  33.175308
60138.280849 18.826541      NaN   26    27 c    0   2.89 196.6049 53.47931  3033.58 10340.12 3.73 3.25 -55.9 -0.364    18.27 20.03 02a60138o0074c   0x0000  33.964703
60138.284678 18.089294      NaN   52    53 c    0   1.81 196.6049 53.47931 10422.91   323.90 3.75 2.89 -62.6 -0.419    18.01 19.65 02a60138o0082c  0x80000  56.864761
60138.287850 19.155932      NaN    4    25 c    0   1.71 196.6049 53.47931 10405.09   283.47 3.63 2.69 -62.3 -0.386    18.93 20.67 02a60138o0089c  0x80000  32.397547
60138.294226 18.649074      NaN -268    42 c    0 128.72 196.6049 53.47931 10465.41   365.38 4.20 3.38 -61.1 -0.334    18.46 20.30 02a60138o0103c 0x400801  46.782486
60138.306127 18.186107 0.123763  193    22 c    0  11.14 196.6049 53.47931 10482.79   242.05 4.34 3.61 -61.5 -0.374    18.83 20.93 02a60138o0128c  0x80001  30.143010
60140.259053 19.063754      NaN   29    19 c    0   1.85 196.6049 53.47931  6983.09  9460.45 2.84 2.63 -62.9 -0.402    19.14 20.47 02a60140o0032c   0x0000  28.028575
60140.261957 19.609992      NaN    1    17 c    0   1.31 196.6049 53.47931  6964.88  9419.32 2.72 2.48 -61.2 -0.419    19.35 20.77 02a60140o0038c   0x0000  26.713312
60140.267100 19.436675      NaN   19    14 c    0   1.49 196.6049 53.47931  7019.58  9501.06 2.94 2.62 -60.4 -0.405    19.38 21.04 02a60140o0049c   0x0000  24.911865
60140.279649 19.038793      NaN   40    16 c    0   2.49 196.6049 53.47931  7034.55  9378.77 2.97 2.73 -57.3 -0.396    19.40 21.14 02a60140o0076c   0x0000  26.088331
60146.261763 19.472870      NaN   14    15 c    0   0.90 196.6049 53.47931   535.08  5588.96 2.45 2.12 -56.4 -0.412    19.39 20.78 02a60146o0043c   0x0000  25.487272
60146.264803 19.183773      NaN   29    16 c    0   0.90 196.6049 53.47931   512.78  5545.93 2.49 2.20 -55.8 -0.408    19.41 20.92 02a60146o0049c   0x0000  26.088331
60146.270878 19.491430      NaN   13    15 c    0   0.57 196.6049 53.47931   572.00  5622.83 2.43 2.18 -56.0 -0.413    19.47 21.02 02a60146o0062c   0x0000  25.487272
60146.278420 19.674510      NaN    4    15 c    0   1.04 196.6049 53.47931 10202.84  5613.26 2.67 2.51 -64.4 -0.440    19.49 21.12 02a60146o0078c   0x0000  25.487272
60146.286172 19.038793      NaN   37    17 c    0   0.92 196.6049 53.47931   587.52  5504.23 2.37 2.17 -53.7 -0.406    19.44 21.00 02a60146o0094c   0x0000  26.713312
60146.287074 19.922338      NaN   -7    13 c    0   1.52 196.6049 53.47931 10181.74  5577.66 2.60 2.44 -65.7 -0.443    19.49 21.09 02a60146o0096c   0x0000  24.363929
60146.290451 19.609992 0.313193   52    15 c    0   3.35 196.6049 53.47931 10239.53  5655.63 2.66 2.53 -57.7 -0.442    19.46 21.08 02a60146o0103c   0x0000  25.487272
60146.302804 19.631075      NaN  -21    17 c    0   1.95 196.6049 53.47931 10255.77  5541.78 2.62 2.45 -52.2 -0.447    19.46 21.03 02a60146o0128c   0x0000  26.713312
60172.247476 19.271854      NaN   14    19 c    0   1.60 196.6049 53.47931  8807.38  7279.05 2.65 2.54 -53.3 -0.427    19.07 20.28 02a60172o0033c   0x0000  28.028575
60172.250797 19.510313      NaN  -13    19 c    0   1.33 196.6049 53.47931  8787.94  7238.48 2.67 2.57 -63.8 -0.414    19.26 20.66 02a60172o0040c  0x80000  28.028575
60172.256138 18.944322      NaN   45    17 c    0   1.69 196.6049 53.47931  8844.56  7318.85 2.65 2.55 -63.0 -0.418    19.36 20.91 02a60172o0051c  0x80000  26.713312
60172.270656 19.318728      NaN   23    15 c    0   1.63 196.6049 53.47931  8858.74  7199.27 2.62 2.54 -55.4 -0.418    19.37 20.90 02a60172o0081c   0x0000  25.487272
60270.615647 19.652575      NaN    2    16 c    0   0.75 196.6049 53.47931  3864.59  3072.27 2.43 2.38  82.8 -0.411    19.29 20.85 02a60270o0895c 0xc00800  26.088331
60270.625411 19.696897      NaN  -26    16 c    0   0.93 196.6049 53.47931  3886.52  3109.93 2.53 2.47  64.8 -0.410    19.27 20.88 02a60270o0915c 0xc00800  26.088331
60291.621759 19.841877      NaN    0    14 c    0   3.16 196.6049 53.47931  3777.75   920.76 3.02 2.77 -56.9 -0.417    19.35 21.29 02a60291o0873c 0x402800  24.911865
60291.642967 19.226921 0.176065   74    12 c    0   4.66 196.6049 53.47931  3805.33   958.75 3.14 2.94 -76.4 -0.393    19.27 21.35 02a60291o0917c  0x82000  23.845357
60347.536236 19.384550      NaN   28    12 c    0   1.64 196.6049 53.47931 10084.89  4979.70 2.70 2.59 -59.9 -0.420    19.47 21.41 02a60347o0693c 0x400800  23.845357
60347.538045 19.743105      NaN   19     9 c    0   2.05 196.6049 53.47931 10105.07  5017.86 2.76 2.61 -62.7 -0.419    19.51 21.42 02a60347o0697c   0x0000  22.485574
60347.548722 19.841877      NaN    0    14 c    0   1.03 196.6049 53.47931 10051.24  4944.27 2.71 2.46 -61.0 -0.427    19.58 21.49 02a60347o0719c   0x0000  24.911865
60347.564928 20.039830      NaN    2    11 c    0   4.24 196.6049 53.47931 10043.15  5066.46 2.65 2.52 -62.9 -0.429    19.59 21.56 02a60347o0752c 0x400800  23.358104
60347.570116 20.207197      NaN   -6    10 c    0   2.59 196.6049 53.47931   419.38  4971.89 2.51 2.44  52.4 -0.400    19.55 21.59 02a60347o0763c   0x0000  22.904171
60347.572397 19.841877      NaN    3    13 c    0   0.70 196.6049 53.47931   438.55  5013.52 2.48 2.42  44.4 -0.405    19.57 21.62 02a60347o0768c 0x400800  24.363929
60347.575565 19.631075      NaN   15    12 c    0   0.75 196.6049 53.47931   380.16  4932.23 2.55 2.40  38.5 -0.393    19.59 21.61 02a60347o0775c 0x400800  23.845357
60347.587174 19.743105      NaN   10    12 c    0   0.92 196.6049 53.47931   366.43  5051.00 2.45 2.37  38.7 -0.405    19.57 21.54 02a60347o0800c   0x0000  23.845357
60351.556301 19.302877      NaN   33    12 c    0   0.97 196.6049 53.47931  5596.70  3187.09 2.53 2.39  53.9 -0.407    19.59 21.48 02a60351o0740c   0x0000  23.845357
60351.568092 19.922338      NaN    6    11 c    0   0.93 196.6049 53.47931  5623.68  3227.60 2.51 2.37  55.0 -0.409    19.56 21.45 02a60351o0765c   0x0000  23.358104
60351.578465 19.979496      NaN    4    11 c    0   1.24 196.6049 53.47931  5066.20  7426.43 2.47 2.31  28.9 -0.410    19.62 21.45 02a60351o0787c   0x0000  23.358104
60351.583876 19.950541      NaN    2    12 c    0   1.48 196.6049 53.47931  5559.16  3271.81 2.52 2.35  43.5 -0.411    19.55 21.43 02a60351o0798c 0x400800  23.845357
60355.499895 19.241693      NaN   28    15 c    0   1.56 196.6049 53.47931  9340.94  3368.42 2.75 2.42 -58.7 -0.407    19.51 21.28 02a60355o0618c 0x400800  25.487272
60355.506599 19.791368      NaN   11    11 c    0   1.96 196.6049 53.47931  9365.03  3408.69 2.80 2.52 -57.2 -0.404    19.43 21.23 02a60355o0632c   0x0000  23.358104
60355.509521 19.743105      NaN    4    14 c    0   1.47 196.6049 53.47931  9308.93  3334.34 2.71 2.42 -61.1 -0.407    19.46 21.24 02a60355o0638c   0x0000  24.911865
60355.536279 19.454622      NaN   24    12 c    0   2.70 196.6049 53.47931  9300.06  3452.82 2.56 2.35 -64.2 -0.403    19.52 21.32 02a60355o0694c   0x0000  23.845357
