         MJD         m       dm      uJy  duJy F  err   chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask    duJy_new  uJy_offset
59709.356747 19.549093      NaN   -18.33    18 o    0    1.65 196.6049 53.47931  4214.02  5417.84  2.68 2.61 -38.2 -0.481    19.06 20.05 01a59709o0270o   0x0000   30.364646      -19.33
59709.359971 19.142275      NaN    12.67    16 o    0    1.95 196.6049 53.47931  4233.91  5455.06  2.71 2.67 -40.7 -0.476    19.04 20.05 01a59709o0277o   0x0000   29.223479      -19.33
59709.366412 19.510313      NaN   -41.33    19 o    0    1.06 196.6049 53.47931  4175.02  5380.18  2.73 2.66  19.2 -0.467    19.05 20.06 01a59709o0291o   0x0000   30.967914      -19.33
59709.401919 19.089302      NaN     4.67    20 o    0    2.23 196.6049 53.47931  4168.40  5501.88  3.12 2.83  35.7 -0.403    19.00 20.05 01a59709o0367o   0x0000   31.591324      -19.33
59711.346664 18.005163      NaN    -7.33    72 o    0    0.80 196.6049 53.47931   981.30  1696.80  2.14 2.05 -68.8 -0.472    17.61 17.72 02a59711o0240o  0x80000   76.039541      -19.33
59711.349863 18.243872      NaN   -62.33    61 o    0    1.07 196.6049 53.47931   961.73  1657.88  2.35 2.28 -83.7 -0.451    17.65 17.96 02a59711o0247o   0x0000   65.719188      -19.33
59711.356272 19.212347      NaN   -19.33    25 o    0    1.61 196.6049 53.47931  1022.85  1729.58  2.17 2.13  67.6 -0.471    18.51 18.93 02a59711o0261o   0x0000   34.971584      -19.33
59711.390560 18.990530      NaN     3.67    23 o    0    1.40 196.6049 53.47931  1033.54  1611.44  2.43 2.37 -88.3 -0.436    18.67 19.30 02a59711o0335o   0x0000   33.570995      -19.33
59713.387548 18.767304      NaN     3.67    30 o    0    1.52 196.6049 53.47931  5304.95  1028.58  2.97 2.86 -40.1 -0.465    18.62 19.38 01a59713o0347o  0x80000   38.704156      -19.33
59713.390777 19.051202      NaN   -77.33    29 o    0    1.30 196.6049 53.47931  5325.67  1068.25  2.77 2.73 -37.8 -0.483    18.70 19.38 01a59713o0354o   0x0000   37.934308      -19.33
59713.397223 19.051202      NaN   -69.33    29 o    0    1.04 196.6049 53.47931  5270.44   992.03  2.87 2.77 -45.1 -0.479    18.67 19.36 01a59713o0368o   0x0000   37.934308      -19.33
59713.407363 18.738855      NaN    12.67    28 o    0    1.70 196.6049 53.47931  5257.81  1111.35  3.08 3.03  24.4 -0.442    18.55 19.33 01a59713o0390o  0x80000   37.175418      -19.33
59715.393515 18.867907      NaN    -9.33    31 o    0    0.80 196.6049 53.47931  4966.84  7405.85  2.13 1.84  27.4 -0.434    18.72 18.94 02a59715o0355o   0x0000   39.484322      -19.33
59715.396716 18.590371      NaN    17.67    32 o    0    0.72 196.6049 53.47931  4947.29  7366.13  2.23 1.81  32.5 -0.435    18.77 18.94 02a59715o0362o   0x0000   40.274207      -19.33
59715.402687 18.933071      NaN    -9.33    29 o    0    0.96 196.6049 53.47931  5004.41  7445.17  2.12 1.81  30.4 -0.443    18.70 18.93 02a59715o0375o   0x0000   37.934308      -19.33
59715.413661 18.944322      NaN   -61.33    32 o    0    0.82 196.6049 53.47931  5023.14  7327.15  2.22 1.94  34.1 -0.428    18.65 18.92 02a59715o0399o   0x0000   40.274207      -19.33
59717.330949 19.351140      NaN   -27.33    22 o    0    2.27 196.6049 53.47931  5292.96  1022.48  3.95 3.72  48.4 -0.323    18.65 19.99 01a59717o0212o  0x80000   32.893947      -19.33
59717.335559 19.169763      NaN   -19.33    26 o    0    1.96 196.6049 53.47931  5310.93  1061.08  4.28 4.16 -62.1 -0.331    18.54 19.94 01a59717o0222o 0x400200   35.693301      -19.33
59717.341084 19.256669      NaN   -50.33    24 o    0    3.02 196.6049 53.47931  5258.15   986.78  3.50 3.46  73.9 -0.381    18.75 19.92 01a59717o0234o  0x80000   34.263854      -19.33
59717.353990 18.729535      NaN    13.67    28 o    0    1.48 196.6049 53.47931  5242.69  1104.67  4.02 3.76 -50.2 -0.369    18.57 19.87 01a59717o0262o  0x80000   37.175418      -19.33
59721.368055 19.549093      NaN   -15.33    17 o    0    0.82 196.6049 53.47931   924.72  7259.03  2.63 2.38 -43.8 -0.490    19.38 20.80 01a59721o0296o   0x2000   29.782742      -19.33
59721.371755 19.549093      NaN    -9.33    15 o    0    1.31 196.6049 53.47931   946.72  7298.97  2.58 2.42 -45.7 -0.476    19.38 20.79 01a59721o0304o 0x402800   28.688181      -19.33
59721.383261 19.631075      NaN   -49.33    17 o    0    0.88 196.6049 53.47931   888.34  7220.75  2.54 2.44 -54.1 -0.474    19.37 20.76 01a59721o0329o   0x2000   29.782742      -19.33
59721.388782 19.115465      NaN    14.67    16 o    0    1.94 196.6049 53.47931   872.31  7336.31  2.68 2.40 -43.8 -0.479    19.36 20.72 01a59721o0341o 0x402800   29.223479      -19.33
59725.343857 19.841877      NaN   -29.33    14 o    0    2.19 196.6049 53.47931   922.74  7251.95  2.68 2.57 -58.5 -0.458    19.34 20.87 01a59725o0244o   0x2000   28.178214      -19.33
59725.347069 19.334813      NaN     8.67    13 o    0    4.76 196.6049 53.47931   945.49  7291.97  2.76 2.59 -53.5 -0.462    19.36 20.85 01a59725o0251o 0x402800   27.694976      -19.33
59725.353070 19.419021      NaN     0.67    14 o    0    3.11 196.6049 53.47931   884.19  7213.46  2.76 2.59 -50.3 -0.458    19.34 20.78 01a59725o0264o   0x2000   28.178214      -19.33
59725.363664 19.766969      NaN   -28.33    15 o    0    1.37 196.6049 53.47931   869.94  7330.11  2.79 2.65 -47.7 -0.451    19.26 20.73 01a59725o0287o 0x402800   28.688181      -19.33
59729.366813 19.766969      NaN   -20.33    15 o    0    3.32 196.6049 53.47931  5587.75  9170.30  2.96 2.67  45.2 -0.440    19.30 20.64 01a59729o0276o 0x402800   28.688181      -19.33
59729.370037 19.696897      NaN   -35.33    16 o    0    2.21 196.6049 53.47931  5609.78  9210.75  2.79 2.67  32.9 -0.456    19.26 20.56 01a59729o0283o 0x402800   29.223479      -19.33
59729.376026 19.510313      NaN   -32.33    19 o    0    1.96 196.6049 53.47931  5546.56  9134.66  3.01 2.71  41.1 -0.435    19.25 20.60 01a59729o0296o   0x2000   30.967914      -19.33
59729.387300 19.631075      NaN   -22.33    17 o    0    1.96 196.6049 53.47931  5535.20  9255.67  3.38 2.87  45.7 -0.386    18.99 20.40 01a59729o0320o  0x82000   29.782742      -19.33
59733.314534 19.631075      NaN   -13.33    15 o    0    1.60 196.6049 53.47931  5580.36  9170.73  2.79 2.62  34.4 -0.453    19.45 20.87 01a59733o0175o   0x0000   28.688181      -19.33
59733.317758 19.791368      NaN   -17.33    14 o    0    2.61 196.6049 53.47931  5603.51  9210.11  2.68 2.60  21.4 -0.478    19.45 20.87 01a59733o0182o   0x0000   28.178214      -19.33
59733.323756 18.878500 0.149023    82.67    14 o    0    6.63 196.6049 53.47931  5541.45  9134.55  2.69 2.59  26.4 -0.472    19.47 20.92 01a59733o0195o 0x400801   28.178214      -19.33
59733.334363 19.841877      NaN   -32.33    14 o    0    1.57 196.6049 53.47931  5527.15  9253.54  2.74 2.67  21.0 -0.464    19.44 20.99 01a59733o0218o   0x0000   28.178214      -19.33
59735.305908 19.510313      NaN   -30.33    19 o    0    0.81 196.6049 53.47931  1218.91  7218.30  1.97 1.84 -30.2 -0.466    19.48 20.44 02a59735o0150o   0x0000   30.967914      -19.33
59735.309106 19.766969      NaN   -25.33    15 o    0    0.83 196.6049 53.47931  1199.40  7182.15  1.96 1.81 -22.6 -0.462    19.49 20.42 02a59735o0157o   0x0000   28.688181      -19.33
59735.315524 19.631075      NaN   -45.33    17 o    0    0.75 196.6049 53.47931  1255.66  7253.78  1.99 1.83 -34.0 -0.464    19.48 20.43 02a59735o0171o   0x0000   29.782742      -19.33
59735.325602 19.631075      NaN   -42.33    17 o    0    0.91 196.6049 53.47931  1273.75  7134.85  2.20 1.88  11.7 -0.442    19.36 20.40 02a59735o0193o   0x0000   29.782742      -19.33
59737.339881 19.212347      NaN     1.67    18 o    0    1.09 196.6049 53.47931  3553.97  9311.61  2.81 2.62  52.2 -0.451    19.20 20.36 01a59737o0226o   0x0000   30.364646      -19.33
59737.343105 18.900000      NaN    17.67    21 o    0    0.95 196.6049 53.47931  3576.39  9350.96  2.67 2.52 -39.3 -0.490    19.19 20.36 01a59737o0233o   0x0000   32.233705      -19.33
59737.348642 19.696897      NaN   -39.33    16 o    0    1.08 196.6049 53.47931  3513.80  9274.36  2.62 2.60 -24.2 -0.478    19.21 20.38 01a59737o0245o   0x0000   29.223479      -19.33
59737.361554 19.631075      NaN   -19.33    17 o    0    1.29 196.6049 53.47931  3498.48  9392.54  2.70 2.65  58.9 -0.469    19.21 20.42 01a59737o0273o   0x0000   29.782742      -19.33
59739.347062 19.696897      NaN   -27.33    16 o    0    1.44 196.6049 53.47931  7651.44  3470.49  2.28 1.91  34.0 -0.431    19.21 19.94 02a59739o0237o   0x0000   29.223479      -19.33
59739.350259 19.014394      NaN    10.67    20 o    0    0.90 196.6049 53.47931  7632.29  3431.38  2.30 1.92  34.3 -0.432    19.22 19.94 02a59739o0244o   0x0000   31.591324      -19.33
59739.356286 19.454622      NaN   -37.33    20 o    0    0.74 196.6049 53.47931  7692.72  3509.41  2.23 1.91  33.6 -0.435    19.22 19.94 02a59739o0257o   0x0000   31.591324      -19.33
59739.367263 19.529530      NaN   -11.33    16 o    0    1.78 196.6049 53.47931  7712.93  3392.66  2.37 1.97  33.5 -0.418    19.13 19.91 02a59739o0281o   0x0000   29.223479      -19.33
59741.304501 19.142275      NaN    -5.33    22 o    0    1.20 196.6049 53.47931  3548.56  9308.19  2.80 2.66  54.4 -0.453    18.91 19.80 01a59741o0149o   0x0000   32.893947      -19.33
59741.308182 19.351140      NaN   -50.33    22 o    0    1.06 196.6049 53.47931  3570.83  9347.47  2.63 2.60  47.0 -0.482    18.93 19.79 01a59741o0157o   0x0000   32.893947      -19.33
59741.313727 19.002397      NaN    11.67    20 o    0    1.22 196.6049 53.47931  3507.90  9269.08  2.62 2.54 -32.3 -0.493    18.97 19.79 01a59741o0169o   0x0000   31.591324      -19.33
59741.326730 19.169763      NaN    -7.33    22 o    0    1.09 196.6049 53.47931  3494.94  9389.79  2.69 2.68 -15.7 -0.474    18.94 19.79 01a59741o0197o   0x0000   32.893947      -19.33
59745.310459 19.256669      NaN   -52.33    24 o    0    1.19 196.6049 53.47931  8096.31  5071.21  2.88 2.76  24.0 -0.461    18.72 19.52 01a59745o0156o   0x0000   34.263854      -19.33
59745.313227 19.169763      NaN   -33.33    26 o    0    1.01 196.6049 53.47931  8118.53  5109.18  2.87 2.75  21.6 -0.457    18.77 19.52 01a59745o0162o   0x0000   35.693301      -19.33
59745.320643 18.857417      NaN     0.67    28 o    0    0.82 196.6049 53.47931  8059.32  5035.32  2.90 2.86  15.5 -0.456    18.71 19.51 01a59745o0178o   0x0000   37.175418      -19.33
59745.333136 19.169763      NaN   -19.33    26 o    0    1.63 196.6049 53.47931  8045.82  5154.27  3.19 3.14   8.8 -0.422    18.58 19.47 01a59745o0205o   0x0000   35.693301      -19.33
59749.293368 19.841877      NaN   -55.33    14 o    0    2.26 196.6049 53.47931  8089.04  5069.35  2.97 2.79  29.3 -0.429    19.40 21.01 01a59749o0024o   0x2000   28.178214      -19.33
59749.298468 18.243872      NaN  -105.33    61 o    0    1.14 196.6049 53.47931  8111.05  5108.52  2.76 2.68  21.2 -0.464    17.69 18.75 01a59749o0035o   0x2000   65.719188      -19.33
59749.301692 18.504094      NaN   -10.33    45 o    0    1.03 196.6049 53.47931  8054.04  5035.13  2.87 2.69  26.2 -0.445    18.04 19.23 01a59749o0042o 0x402800   51.215347      -19.33
59749.313219 18.068904 0.075749   195.67    15 o    0   10.95 196.6049 53.47931  8043.59  5153.41  2.86 2.67  23.4 -0.446    19.31 20.76 01a59749o0067o 0x402801   28.688181      -19.33
59753.320448 19.766969      NaN   -28.33    15 o    0    1.57 196.6049 53.47931  9017.90   626.92  2.82 2.65 -40.1 -0.505    19.32 20.83 01a59753o0178o   0x2000   28.688181      -19.33
59753.323674 19.197966      NaN     8.67    16 o    0    5.41 196.6049 53.47931  9038.85   665.48  2.86 2.60 -49.1 -0.509    19.34 20.86 01a59753o0185o 0x402801   29.223479      -19.33
59753.330601 19.419021 0.280190    42.67    16 o    0   15.84 196.6049 53.47931  8984.61   593.27  2.83 2.67 -32.4 -0.494    19.36 20.87 01a59753o0200o 0x402801   29.223479      -19.33
59753.341294 19.472870      NaN    -2.33    14 o    0    4.18 196.6049 53.47931  8969.57   714.21  2.95 2.72 -50.6 -0.497    19.30 20.88 01a59753o0223o   0x2000   28.178214      -19.33
59757.268886 19.696897      NaN   -21.33    16 o    0    3.77 196.6049 53.47931  8994.27   617.51  3.59 3.27 -56.3 -0.444    19.18 20.81 01a59757o0064o  0x82000   29.223479      -19.33
59757.273114 19.569016      NaN   -50.33    18 o    0    5.68 196.6049 53.47931  9016.09   655.27  3.21 3.00 -51.1 -0.472    19.26 20.87 01a59757o0073o  0x82001   30.364646      -19.33
59757.279567 19.367717      NaN    -5.33    17 o    0    6.10 196.6049 53.47931  8961.04   582.44  3.40 3.16 -54.8 -0.459    19.24 20.92 01a59757o0087o   0x2001   29.782742      -19.33
59757.290628 19.038793 0.197407    68.67    16 o    0   12.12 196.6049 53.47931  8947.98   704.17  3.91 3.71 -51.0 -0.386    19.10 20.98 01a59757o0111o 0x402801   29.223479      -19.33
59761.302816 18.767304      NaN    36.67    19 o    0    2.89 196.6049 53.47931  6823.46  7331.28  4.58 4.46 -30.3 -0.352    18.79 20.81 01a59761o0008o  0x82000   30.967914      -19.33
59761.313767 19.436675      NaN    -9.33    17 o    0    2.43 196.6049 53.47931  6813.90  7453.01  4.12 3.99 -36.7 -0.413    18.90 20.79 01a59761o0032o  0x82000   29.782742      -19.33
59765.259740 19.696897      NaN   -23.33    16 o    0    1.50 196.6049 53.47931  6852.23  7361.37  2.82 2.70  38.6 -0.452    19.19 20.36 01a59765o0045o   0x0000   29.223479      -19.33
59765.263392 19.569016      NaN   -10.33    15 o    0    2.95 196.6049 53.47931  6875.44  7399.51  2.76 2.71  51.7 -0.462    19.29 20.52 01a59765o0053o   0x0000   28.688181      -19.33
59765.268876 19.454622      NaN   -67.33    20 o    0    1.03 196.6049 53.47931  6815.61  7326.06  2.74 2.69 -45.7 -0.473    18.88 20.01 01a59765o0065o   0x0000   31.591324      -19.33
59765.280316 19.743105      NaN   -18.33    15 o    0    1.51 196.6049 53.47931  6802.71  7446.88  3.19 2.82  36.4 -0.406    19.16 20.52 01a59765o0090o   0x0000   28.688181      -19.33
59767.257188 18.978793      NaN    -7.33    27 o    0    0.56 196.6049 53.47931  4375.83  5289.74  2.19 1.78  31.9 -0.427    18.86 19.29 02a59767o0006o   0x0000   36.428172      -19.33
59767.260355 19.302877      NaN    -7.33    19 o    0    0.84 196.6049 53.47931  4355.31  5249.31  2.24 1.83  29.9 -0.442    19.18 19.87 02a59767o0013o   0x0000   30.967914      -19.33
59767.267153 19.569016      NaN   -20.33    18 o    0    0.93 196.6049 53.47931  4410.46  5320.99  2.48 1.84  30.7 -0.422    19.15 20.06 02a59767o0028o   0x0000   30.364646      -19.33
59767.277606 19.256669      NaN    -4.33    19 o    0    0.51 196.6049 53.47931  4430.25  5204.29  2.37 1.86  29.7 -0.427    19.23 20.10 02a59767o0051o   0x0000   30.967914      -19.33
59769.309068 18.005163      NaN    40.67    56 o    0    0.83 196.6049 53.47931  3480.66  1160.23  2.53 2.51  39.3 -0.507    17.99 18.42 01a59769o0152o   0x0000   61.106560      -19.33
59769.312290 17.805624      NaN    47.67    69 o    0    1.17 196.6049 53.47931  3502.30  1199.93  2.51 2.50   2.8 -0.517    17.57 17.94 01a59769o0159o  0x80000   73.205271      -19.33
59769.320063 18.574166      NaN   -71.33    45 o    0    1.36 196.6049 53.47931  3446.24  1122.52  2.62 2.52  31.1 -0.491    17.83 18.30 01a59769o0176o   0x0000   51.215347      -19.33
59769.330550 18.226218      NaN     4.67    54 o    0    1.02 196.6049 53.47931  3433.88  1240.55  2.65 2.55  25.4 -0.476    17.66 18.06 01a59769o0199o   0x0000   59.279100      -19.33
59771.298309 18.459772      NaN   -57.33    50 o    0    0.91 196.6049 53.47931  9147.78  1292.87  2.10 1.81 -63.7 -0.477    17.93 18.03 02a59771o0118o   0x0000   55.659785      -19.33
59771.303849 18.417189      NaN   -16.33    51 o    0    1.06 196.6049 53.47931  9127.50  1248.90  2.04 1.77 -64.0 -0.500    17.70 17.80 02a59771o0130o   0x0000   56.559807      -19.33
59771.308486 18.280067      NaN   -35.33    59 o    0    0.68 196.6049 53.47931  9187.39  1333.57  1.97 1.75 -64.5 -0.538    17.99 18.11 02a59771o0140o   0x0000   63.867141      -19.33
59771.322720 18.438271      NaN  -102.33    51 o    0    1.01 196.6049 53.47931  9210.71  1210.68  2.08 1.75 -62.0 -0.493    17.75 17.82 02a59771o0171o   0x0000   56.559807      -19.33
59773.257646 19.051202      NaN   -63.33    29 o    0    1.10 196.6049 53.47931  3468.99  1157.94  2.61 2.57 -65.7 -0.490    18.66 19.30 01a59773o0037o   0x0000   37.934308      -19.33
59773.261748 18.978793      NaN   -69.33    31 o    0    0.72 196.6049 53.47931  3488.89  1194.75  2.72 2.60 -48.0 -0.499    18.66 19.35 01a59773o0046o  0x80000   39.484322      -19.33
59773.268125 18.776955      NaN    -0.33    31 o    0    1.07 196.6049 53.47931  3435.22  1118.56  2.64 2.55 -39.9 -0.508    18.67 19.36 01a59773o0060o   0x0000   39.484322      -19.33
59773.282741 19.002397      NaN   -15.33    29 o    0    2.04 196.6049 53.47931  3423.85  1235.20  3.30 3.10 -51.2 -0.435    18.42 19.31 01a59773o0092o  0x80000   37.934308      -19.33
59793.245199 18.711133      NaN   -14.33    38 o    0    1.15 196.6049 53.47931   366.49  5098.00  2.68 2.36 -55.2 -0.534    18.41 18.77 01a59793o0025o   0x0000   45.188624      -19.33
59793.248385 18.693037      NaN    11.67    30 o    0    0.70 196.6049 53.47931   386.85  5137.88  2.76 2.44 -54.5 -0.520    18.74 19.53 01a59793o0032o   0x0000   38.704156      -19.33
59793.258403 19.351140      NaN   -30.33    22 o    0    1.03 196.6049 53.47931   331.44  5058.64  2.73 2.39 -55.7 -0.536    19.21 20.35 01a59793o0054o   0x0000   32.893947      -19.33
59793.264803 19.014394      NaN    -1.33    24 o    0    0.92 196.6049 53.47931   316.80  5175.27  2.82 2.43 -55.8 -0.527    19.17 20.38 01a59793o0068o   0x0000   34.263854      -19.33
59801.241925 16.741693      NaN    14.67   232 o    0    1.13 196.6049 53.47931  9654.53  8772.98  2.95 2.78  66.9 -0.420    17.52 17.57 01a59801o0026o 0x400802  233.285258      -19.33
59801.249219 17.613631      NaN   -72.33   109 o    0    1.17 196.6049 53.47931  9678.28  8816.00  2.87 2.74  87.6 -0.418    17.84 18.27 01a59801o0042o   0x0000  111.709497      -19.33
59801.264278 18.459772      NaN   -50.33    50 o    0    1.51 196.6049 53.47931  9615.15  8748.07  2.89 2.78  71.0 -0.416    18.36 18.99 01a59801o0075o   0x0000   55.659785      -19.33
59801.270214 18.079051      NaN  -121.33    71 o    0    1.32 196.6049 53.47931  9596.65  8869.49  2.90 2.76  84.5 -0.419    17.96 18.45 01a59801o0088o   0x0000   75.093353      -19.33
59803.271133 18.396507      NaN   -47.33    53 o    0    1.09 196.6049 53.47931  8765.22  7307.36  3.05 2.46  23.5 -0.423    18.34 18.74 02a59803o0083o   0x0000   58.369613      -19.33
59803.274319 18.504094      NaN   -62.33    48 o    0    1.25 196.6049 53.47931  8745.01  7261.90  2.92 2.44  22.7 -0.428    18.33 18.71 02a59803o0090o   0x0000   53.870323      -19.33
59803.279770 18.249822      NaN   -11.33    58 o    0    0.73 196.6049 53.47931  8802.35  7342.37  3.06 2.64  21.2 -0.413    18.28 18.66 02a59803o0102o   0x0000   62.944513      -19.33
59803.289803 18.317510      NaN  -110.33    57 o    0    1.09 196.6049 53.47931  8820.54  7223.18  2.75 2.51  19.7 -0.432    18.28 18.58 02a59803o0124o  0x80000   62.024283      -19.33
59809.254814 19.569016      NaN   -25.33    18 o    0    1.51 196.6049 53.47931  5510.94  3177.37  3.01 2.89  28.4 -0.430    18.98 20.18 01a59809o0043o   0x0000   30.364646      -19.33
59809.258485 19.743105 0.354044    26.67    15 o    0    1.71 196.6049 53.47931  5530.73  3215.24  2.75 2.67  32.0 -0.461    19.08 20.22 01a59809o0051o   0x0000   28.688181      -19.33
59809.273584 19.183773      NaN     6.67    17 o    0    1.57 196.6049 53.47931  5479.44  3140.32  3.05 2.93  42.8 -0.427    18.96 20.22 01a59809o0084o   0x0000   29.782742      -19.33
59809.285943 19.401649      NaN   -32.33    21 o    0    1.06 196.6049 53.47931  5465.33  3262.99  2.77 2.63 -52.1 -0.468    19.01 20.19 01a59809o0111o   0x0000   32.233705      -19.33
59813.250748 19.287255      NaN     2.67    16 o    0    1.87 196.6049 53.47931  5514.14  3176.27  2.85 2.64  35.6 -0.460    19.10 20.22 01a59813o0063o  0x80000   29.223479      -19.33
59813.258127 19.351140      NaN    -1.33    16 o    0    2.28 196.6049 53.47931  5534.97  3216.65  2.92 2.69  36.1 -0.454    19.11 20.31 01a59813o0079o   0x0000   29.223479      -19.33
59813.267729 19.419021      NaN   -17.33    20 o    0    3.52 196.6049 53.47931  5480.59  3141.61  3.09 2.84  35.7 -0.435    19.00 20.22 01a59813o0100o   0x0000   31.591324      -19.33
59813.277778 19.510313      NaN   -28.33    19 o    0    4.64 196.6049 53.47931  5466.97  3261.82  3.11 2.90  39.9 -0.431    18.95 20.19 01a59813o0122o  0x80000   30.967914      -19.33
59901.622727 19.569016      NaN   -29.33    18 o    0    2.37 196.6049 53.47931  8758.62  7426.40  2.99 2.74  35.7 -0.393    18.98 20.02 01a59901o0892o   0x0000   30.364646      -19.33
59901.633791 19.569016      NaN   -35.33    18 o    0    1.01 196.6049 53.47931  8742.80  7377.87  2.70 2.54  42.8 -0.426    19.09 20.06 01a59901o0915o   0x0000   30.364646      -19.33
59901.641250 19.183773      NaN     0.67    19 o    0    1.12 196.6049 53.47931  8802.05  7449.44  2.58 2.46 -69.2 -0.447    19.13 19.98 01a59901o0931o   0x0000   30.967914      -19.33
59901.648653 19.212347      NaN   -25.33    25 o    0    1.31 196.6049 53.47931  8824.47  7328.38  2.80 2.51 -58.5 -0.455    18.74 19.28 01a59901o0946o   0x0000   34.971584      -19.33
59927.591291 18.944322      NaN     4.67    24 o    0    0.78 196.6049 53.47931  8816.98  7260.10  2.41 2.26  32.1 -0.429    18.92 19.74 02a59927o0873o   0x0000   34.263854      -19.33
59927.594478 18.776955      NaN    17.67    25 o    0    0.95 196.6049 53.47931  8836.85  7297.99  2.40 2.27  31.5 -0.426    18.96 19.76 02a59927o0880o   0x0000   34.971584      -19.33
59927.600010 19.076453      NaN    -6.33    24 o    0    1.02 196.6049 53.47931  8774.71  7222.02  2.46 2.22  34.7 -0.424    18.98 19.79 02a59927o0892o   0x0000   34.263854      -19.33
59927.605572 19.256669      NaN   -28.33    24 o    0    0.86 196.6049 53.47931  8754.94  7339.50  2.46 2.24  33.8 -0.425    19.00 19.82 02a59927o0904o   0x0000   34.263854      -19.33
59959.552304 19.569016      NaN   -39.33    18 o    0    0.94 196.6049 53.47931  1749.63   657.89  1.96 1.79 -69.8 -0.492    19.32 20.33 02a59959o0778o   0x0000   30.364646      -19.33
59959.554113 19.696897      NaN   -19.33    16 o    0    1.01 196.6049 53.47931  1767.61   698.65  1.98 1.83 -70.0 -0.489    19.34 20.34 02a59959o0782o   0x0000   29.223479      -19.33
59959.557278 19.491430      NaN    -9.33    16 o    0    0.85 196.6049 53.47931  1710.92   616.60  1.86 1.75  70.9 -0.489    19.29 20.36 02a59959o0789o   0x0000   29.223479      -19.33
59959.562720 19.076453      NaN    -9.33    25 o    0    0.35 196.6049 53.47931  1694.06   733.30  1.82 1.74  69.6 -0.477    19.32 20.37 02a59959o0801o   0x0000   34.971584      -19.33
59963.612741 19.569016      NaN   -13.33    16 o    0    0.64 196.6049 53.47931  8853.45  3444.06  2.28 2.13  46.6 -0.416    19.52 20.97 02a59963o0682o 0x402800   29.223479      -19.33
59963.615012 19.183773      NaN     3.67    18 o    0    0.49 196.6049 53.47931  8873.40  3482.03  2.29 2.10  43.8 -0.420    19.48 20.96 02a59963o0687o 0x402800   30.364646      -19.33
59963.618203 19.631075      NaN   -26.33    17 o    0    0.80 196.6049 53.47931  8814.78  3407.89  2.25 2.07  49.0 -0.419    19.51 20.95 02a59963o0694o   0x2000   29.782742      -19.33
59963.623244 19.696897      NaN   -27.33    16 o    0    0.85 196.6049 53.47931  8795.05  3526.56  2.26 2.06  35.1 -0.426    19.52 20.97 02a59963o0705o 0x402800   29.223479      -19.33
59967.581342 19.183773      NaN    12.67    15 o    0    1.04 196.6049 53.47931  6210.60  5344.71  2.72 2.05  40.1 -0.434    19.57 21.18 02a59967o0673o 0x400800   28.688181      -19.33
59967.609716 19.743105      NaN   -15.33    14 o    0    0.95 196.6049 53.47931  6155.65  5273.30  2.70 2.04  38.8 -0.423    19.58 21.15 02a59967o0692o   0x0000   28.178214      -19.33
59967.613352 19.674510      NaN    -6.33    12 o    0    1.18 196.6049 53.47931  6141.11  5390.58  2.75 1.99  37.8 -0.435    19.57 21.11 02a59967o0700o   0x0000   27.239892      -19.33
59967.671293 19.401649      NaN   -24.33    21 o    0    1.17 196.6049 53.47931  4384.05  5231.14  3.04 2.12  33.4 -0.413    19.08 20.03 02a59967o0826o   0x0000   32.233705      -19.33
60015.528050 19.142275      NaN     9.67    17 o    0    1.71 196.6049 53.47931  6618.76  8552.67  2.46 2.25  35.4 -0.419    19.12 20.11 02a60015o0569o   0x0000   29.782742      -19.33
60015.532141 18.757738      NaN    31.67    21 o    0    1.18 196.6049 53.47931  6599.02  8512.04  2.50 2.26  31.0 -0.417    19.08 20.10 02a60015o0578o   0x0000   32.233705      -19.33
60015.559097 19.183773      NaN    -8.33    22 o    0    1.86 196.6049 53.47931  6653.52  8584.54  2.76 2.55  41.0 -0.424    18.93 20.03 02a60015o0635o   0x0000   32.893947      -19.33
60015.587362 19.351140      NaN   -19.33    22 o    0    1.96 196.6049 53.47931  6672.65  8462.04  2.49 2.22  37.7 -0.422    19.06 20.01 02a60015o0696o   0x0000   32.893947      -19.33
60019.493681 19.922338      NaN   -36.33    13 o    0    1.06 196.6049 53.47931  2657.97  2771.01  2.27 1.84  26.2 -0.450    19.56 21.01 02a60019o0593o   0x0000   27.694976      -19.33
60019.526699 19.014394      NaN   -53.33    30 o    0    0.73 196.6049 53.47931  2635.15  2721.61  2.28 1.82  31.3 -0.450    18.74 20.00 02a60019o0663o   0x0000   38.704156      -19.33
60019.529923 18.944322      NaN   -65.33    32 o    0    0.64 196.6049 53.47931  2697.72  2795.96  2.28 1.84  29.4 -0.454    18.66 19.90 02a60019o0670o   0x0000   40.274207      -19.33
60019.535389 19.696897      NaN   -32.33    16 o    0    0.59 196.6049 53.47931  2719.56  2678.60  2.24 1.86  29.2 -0.447    19.51 20.95 02a60019o0682o   0x0000   29.223479      -19.33
60023.407255 18.438271      NaN  -136.33    51 o    0    0.94 196.6049 53.47931  5194.66  4396.48  2.34 1.90  44.3 -0.440    18.15 19.57 02a60023o0402o   0x0000   56.559807      -19.33
60023.410523 18.431198      NaN    29.67    35 o    0    1.01 196.6049 53.47931  5213.42  4434.47  2.51 1.92  37.9 -0.432    18.36 19.60 02a60023o0409o   0x0000   42.696741      -19.33
