         MJD         m       dm      uJy  duJy F  err   chi/N       RA      Dec        x        y   maj  min   phi  apfit  mag5sig   Sky            Obs     Mask    duJy_new  uJy_offset
59388.325432 19.212347      NaN   -63.33    25 o    0    0.84 196.6049 53.47931  3062.24  1556.50  1.92 1.87 -67.2 -0.474    18.96 19.33 02a59388o0180o   0x0000   34.971584      -19.33
59388.335960 19.128787      NaN   -44.33    27 o    0    0.69 196.6049 53.47931  3083.28  1435.49  1.93 1.89 -79.9 -0.475    18.69 19.08 02a59388o0203o   0x0000   36.428172      -19.33
59390.279424 19.569016      NaN   -48.33    18 o    0    1.14 196.6049 53.47931  4894.96  7029.83  1.83 1.74 -17.8 -0.410    18.87 18.96 01a59390o0090o   0x0000   30.364646      -19.33
59390.282646 18.878500      NaN   -13.33    32 o    0    0.44 196.6049 53.47931  4916.68  7068.71  1.81 1.72 -19.2 -0.408    18.96 19.06 01a59390o0097o   0x0000   40.274207      -19.33
59390.288643 19.302877      NaN   -16.33    22 o    0    0.82 196.6049 53.47931  4857.74  6991.46  1.77 1.73 -54.1 -0.411    18.96 19.04 01a59390o0110o   0x0000   32.893947      -19.33
59390.300216 19.302877      NaN   -43.33    23 o    0    0.77 196.6049 53.47931  4842.35  7109.27  1.84 1.71 -20.0 -0.417    18.94 19.01 01a59390o0135o   0x0000   33.570995      -19.33
59392.274613 19.038793      NaN     5.67    21 o    0    0.39 196.6049 53.47931  3027.95  1523.93  1.99 1.84 -57.6 -0.465    19.55 20.71 02a59392o0075o   0x0000   32.233705      -19.33
59392.277832 19.367717      NaN    12.67    11 o    0    2.71 196.6049 53.47931  3006.66  1484.51  1.98 1.86 -60.9 -0.458    19.57 20.74 02a59392o0082o 0x400800   26.814394      -19.33
59392.284557 19.529530      NaN    -8.33    15 o    0    0.71 196.6049 53.47931  3067.26  1559.80  1.93 1.84 -65.0 -0.465    19.56 20.69 02a59392o0095o   0x0000   28.688181      -19.33
59392.298811 19.696897      NaN   -34.33    16 o    0    0.70 196.6049 53.47931  3087.24  1438.92  1.90 1.86 -66.4 -0.467    19.55 20.59 02a59392o0126o   0x0000   29.223479      -19.33
59394.279771 19.696897      NaN   -24.33    16 o    0    0.85 196.6049 53.47931 10060.48  4890.72  2.32 2.00 -84.3 -0.433    19.70 20.79 01a59394o0086o 0x400800   29.223479      -19.33
59394.285334 19.719755      NaN   -17.33    15 o    0    0.75 196.6049 53.47931 10083.20  4931.37  2.21 2.08 -77.1 -0.422    19.66 20.78 01a59394o0098o   0x0000   28.688181      -19.33
59394.289942 19.841877      NaN   -52.33    14 o    0    0.97 196.6049 53.47931 10022.10  4856.37  2.31 2.01 -81.3 -0.434    19.66 20.79 01a59394o0108o 0x400800   28.178214      -19.33
59394.293631 19.841877      NaN   -30.33    14 o    0    0.58 196.6049 53.47931   392.04  5013.31  1.94 1.72  89.9 -0.426    19.71 20.88 01a59394o0116o   0x0000   28.178214      -19.33
59394.296858 19.569016      NaN   -21.33    18 o    0    0.44 196.6049 53.47931   411.90  5053.26  1.88 1.68  88.2 -0.431    19.75 20.89 01a59394o0123o   0x0000   30.364646      -19.33
59394.301957 19.766969      NaN   -16.33    14 o    0    1.17 196.6049 53.47931 10005.60  4976.14  2.22 1.95 -75.9 -0.428    19.73 20.84 01a59394o0134o   0x0000   28.178214      -19.33
59394.303338 19.436675      NaN    -6.33    16 o    0    0.51 196.6049 53.47931   353.66  4971.61  1.96 1.73  86.7 -0.425    19.73 20.92 01a59394o0137o   0x0000   29.223479      -19.33
59394.313525 19.454622      NaN    -7.33    16 o    0    0.58 196.6049 53.47931   337.78  5083.16  2.03 1.79  86.4 -0.424    19.74 20.99 01a59394o0159o   0x0000   29.223479      -19.33
59398.264703 19.841877      NaN   -37.33    14 o    0    0.72 196.6049 53.47931 10059.93  4893.39  2.07 1.91 -83.7 -0.437    19.77 20.77 01a59398o0052o   0x0000   28.178214      -19.33
59398.267942 19.384550      NaN     2.67    14 o    0    0.94 196.6049 53.47931 10081.93  4930.89  2.10 1.96 -81.7 -0.437    19.78 20.81 01a59398o0059o 0x400800   28.178214      -19.33
59398.273950 19.841877      NaN   -27.33    14 o    0    1.02 196.6049 53.47931 10022.75  4857.41  2.16 2.09 -65.5 -0.416    19.70 20.83 01a59398o0072o 0x400800   28.178214      -19.33
59398.281787 19.841877      NaN   -24.33    14 o    0    0.46 196.6049 53.47931   392.81  5013.20  1.91 1.67  86.7 -0.433    19.75 20.86 01a59398o0089o   0x0000   28.178214      -19.33
59398.284555 19.696897      NaN   -43.33    16 o    0    1.03 196.6049 53.47931 10007.47  4975.43  2.21 2.04 -78.7 -0.420    19.72 20.80 01a59398o0095o   0x0000   29.223479      -19.33
59398.285014 19.351140      NaN    -4.33    17 o    0    0.52 196.6049 53.47931   414.48  5052.40  1.86 1.64  85.8 -0.435    19.77 20.85 01a59398o0096o   0x0000   29.782742      -19.33
59398.290116 19.922338      NaN   -24.33    13 o    0    0.62 196.6049 53.47931   354.96  4970.32  1.92 1.69  89.4 -0.432    19.78 20.85 01a59398o0107o   0x0000   27.694976      -19.33
59398.303492 19.743105      NaN   -15.33    14 o    0    0.54 196.6049 53.47931   337.69  5083.81  1.95 1.70  85.9 -0.431    19.73 20.84 01a59398o0136o   0x0000   28.178214      -19.33
59402.288928 19.766969      NaN   -19.33    15 o    0    0.58 196.6049 53.47931  9625.48  8809.63  2.02 1.82 -84.2 -0.393    19.74 20.77 01a59402o0107o   0x0000   28.688181      -19.33
59402.292614 19.569016      NaN   -13.33    16 o    0    0.80 196.6049 53.47931  9646.05  8848.34  2.02 1.78 -86.1 -0.400    19.73 20.74 01a59402o0115o   0x0000   29.223479      -19.33
59402.298147 19.631075      NaN   -23.33    17 o    0    0.48 196.6049 53.47931  9581.92  8774.70  2.04 1.78 -87.6 -0.397    19.70 20.73 01a59402o0127o   0x0000   29.782742      -19.33
59402.308810 19.226921      NaN     0.67    18 o    0    0.44 196.6049 53.47931  9564.13  8896.94  2.01 1.86 -86.8 -0.394    19.71 20.73 01a59402o0150o   0x0000   30.364646      -19.33
59406.250695 19.609992      NaN   -18.33    17 o    0    0.60 196.6049 53.47931  9620.19  8808.88  1.98 1.72  83.7 -0.393    19.45 19.92 01a59406o0023o   0x0000   29.782742      -19.33
59406.254386 19.454622      NaN   -13.33    18 o    0    0.54 196.6049 53.47931  9643.14  8846.97  1.91 1.80  47.5 -0.402    19.64 20.44 01a59406o0031o   0x0000   30.364646      -19.33
59406.264527 20.009244      NaN   -35.33    12 o    0    0.86 196.6049 53.47931  9578.41  8771.06  1.91 1.81  60.3 -0.409    19.81 20.91 01a59406o0053o   0x0000   27.239892      -19.33
59406.270079 20.009244      NaN   -29.33    12 o    0    1.08 196.6049 53.47931  9560.15  8889.79  1.94 1.75  88.9 -0.408    19.86 20.94 01a59406o0065o   0x0000   27.239892      -19.33
59410.250582 18.836735      NaN    26.67    20 o    0    2.94 196.6049 53.47931  5548.14  3152.84  2.37 2.33 -71.0 -0.375    18.91 19.61 01a59410o0026o   0x2000   31.591324      -19.33
59410.253825 19.014394      NaN    22.67    16 o    0    3.48 196.6049 53.47931  5570.06  3190.07  2.46 2.38 -81.0 -0.404    19.21 20.19 01a59410o0033o 0x402800   29.223479      -19.33
59410.260750 19.351140      NaN     4.67    14 o    0    0.82 196.6049 53.47931  5514.96  3113.00  2.12 2.04 -83.1 -0.396    19.57 20.77 01a59410o0048o   0x2000   28.178214      -19.33
59410.270949 16.259644 0.011449  1118.67    12 o    0  509.01 196.6049 53.47931  5498.49  3229.95  2.33 2.20 -82.0 -0.394    19.56 20.92 01a59410o0070o 0x402801   27.239892      -19.33
59412.284058 19.631075      NaN   -21.33    17 o    0    0.80 196.6049 53.47931  6296.55  5182.13  2.00 1.86  39.0 -0.449    19.35 20.20 02a59412o0092o   0x0000   29.782742      -19.33
59412.287277 19.454622      NaN   -27.33    20 o    0    0.73 196.6049 53.47931  6277.46  5143.05  2.05 1.86  37.1 -0.442    19.35 20.19 02a59412o0099o   0x0000   31.591324      -19.33
59412.293253 19.696897      NaN   -33.33    16 o    0    0.82 196.6049 53.47931  6335.59  5222.04  1.97 1.87  44.1 -0.448    19.36 20.18 02a59412o0112o   0x0000   29.223479      -19.33
59412.305718 19.696897      NaN   -23.33    16 o    0    0.82 196.6049 53.47931  6360.61  5104.10  2.14 1.91  35.7 -0.435    19.25 20.14 02a59412o0139o   0x0000   29.223479      -19.33
59414.248027 18.847027      NaN   -31.33    35 o    0    0.44 196.6049 53.47931  5545.62  3150.85  1.89 1.79 -25.5 -0.406    18.71 18.62 01a59414o0022o   0x0000   42.696741      -19.33
59414.251254 19.351140      NaN   -29.33    22 o    0    0.59 196.6049 53.47931  5566.52  3189.59  1.83 1.75 -25.9 -0.411    19.13 19.26 01a59414o0029o   0x0000   32.893947      -19.33
59414.258653 19.256669      NaN   -10.33    21 o    0    0.31 196.6049 53.47931  5510.22  3111.75  1.81 1.75 -28.6 -0.416    19.42 19.94 01a59414o0045o   0x0000   32.233705      -19.33
59414.270244 19.241693      NaN    -3.33    19 o    0    0.50 196.6049 53.47931  5494.84  3227.72  1.88 1.83 -46.8 -0.405    19.42 20.03 01a59414o0070o 0x400800   30.967914      -19.33
59416.250276 18.729535      NaN   -52.33    39 o    0    0.58 196.6049 53.47931  6309.59  5189.46  2.19 2.05  44.5 -0.423    18.30 18.55 02a59416o0018o   0x0000   46.032724      -19.33
59416.253505 18.729535      NaN    10.67    29 o    0    0.82 196.6049 53.47931  6289.06  5145.24  2.37 2.02  38.7 -0.427    18.66 19.08 02a59416o0025o   0x0000   37.934308      -19.33
59416.259478 19.128787      NaN   -59.33    27 o    0    0.89 196.6049 53.47931  6346.12  5222.64  2.13 2.01  36.2 -0.435    18.64 19.10 02a59416o0038o   0x0000   36.428172      -19.33
59416.270886 19.256669      NaN   -69.33    24 o    0    0.87 196.6049 53.47931  6365.62  5103.91  2.16 2.15  64.3 -0.438    18.84 19.40 02a59416o0061o   0x0000   34.263854      -19.33
59418.248303 18.900000      NaN   -12.33    31 o    0    0.88 196.6049 53.47931  8828.73  7200.67  2.24 1.92 -83.7 -0.405    18.57 18.52 01a59418o0024o   0x0000   39.484322      -19.33
59418.253844 19.128787      NaN   -28.33    27 o    0    1.01 196.6049 53.47931  8851.24  7239.17  2.50 2.21 -81.3 -0.379    18.68 18.96 01a59418o0036o   0x0000   36.428172      -19.33
59418.257531 18.944322      NaN    -7.33    28 o    0    0.77 196.6049 53.47931  8789.68  7165.43  2.48 2.23 -81.5 -0.387    18.67 19.04 01a59418o0044o  0x80000   37.175418      -19.33
59418.267690 18.900000      NaN     5.67    25 o    0    1.09 196.6049 53.47931  8770.55  7282.76  2.60 2.24 -83.4 -0.394    18.66 19.04 01a59418o0066o   0x0000   34.971584      -19.33
59432.246122 18.757738      NaN   -23.33    38 o    0    1.21 196.6049 53.47931  9652.78  3462.33  2.53 2.04 -64.6 -0.444    18.30 18.47 02a59432o0026o   0x0000   45.188624      -19.33
59432.250264 18.944322      NaN    -1.33    26 o    0    1.01 196.6049 53.47931  9632.94  3418.29  2.50 2.05 -63.4 -0.448    18.86 19.49 02a59432o0035o   0x0000   35.693301      -19.33
59432.256743 18.921935      NaN    12.67    22 o    0    1.29 196.6049 53.47931  9695.38  3498.14  2.71 2.10 -65.0 -0.438    19.18 20.26 02a59432o0049o   0x0000   32.893947      -19.33
59432.270100 19.051202      NaN    16.67    17 o    0    1.86 196.6049 53.47931  9712.02  3377.50  2.64 2.07 -64.9 -0.439    19.28 20.44 02a59432o0078o   0x0000   29.782742      -19.33
59534.623720 19.436675      NaN   -15.33    19 o    0    4.36 196.6049 53.47931  5023.11  1429.15  3.09 3.05  69.7 -0.423    18.81 20.06 01a59534o0959o  0x80000   30.967914      -19.33
59534.633492 19.401649      NaN   -46.33    21 o    0    2.48 196.6049 53.47931  5004.61  1389.32  3.12 3.07  60.4 -0.421    18.87 20.12 01a59534o0980o  0x80000   32.233705      -19.33
59534.643393 19.038793      NaN     8.67    20 o    0    3.50 196.6049 53.47931  5068.16  1460.89  3.03 2.99  56.3 -0.440    18.90 20.07 01a59534o1001o   0x0000   31.591324      -19.33
59534.647085 19.169763      NaN   -35.33    26 o    0    1.49 196.6049 53.47931  5087.40  1343.84  3.12 3.04 -51.9 -0.443    18.69 19.80 01a59534o1009o   0x0000   35.693301      -19.33
59536.606990 18.816441      NaN   -61.33    36 o    0    0.79 196.6049 53.47931  9328.39  3359.63  2.23 2.11  19.9 -0.403    18.53 18.89 02a59536o0931o   0x0000   43.520245      -19.33
59536.610652 18.978793      NaN   -20.33    31 o    0    0.87 196.6049 53.47931  9347.50  3398.42  2.16 2.07   5.1 -0.424    18.57 18.93 02a59536o0939o   0x0000   39.484322      -19.33
59536.617334 18.693037      NaN    11.67    30 o    0    1.09 196.6049 53.47931  9294.15  3321.47  2.12 2.05   4.6 -0.427    18.63 18.99 02a59536o0953o   0x0000   38.704156      -19.33
59536.637237 19.089302      NaN   -13.33    26 o    0    1.01 196.6049 53.47931  9272.90  3437.59  2.15 2.02  16.5 -0.417    18.74 19.15 02a59536o0995o   0x0000   35.693301      -19.33
59566.565811 18.720295      NaN    -0.33    33 o    0    0.80 196.6049 53.47931  3727.55  3198.70  2.85 2.74 -45.8 -0.474    18.45 19.05 01a59566o0505o  0x80000   41.073248      -19.33
59566.569049 18.403357      NaN    45.67    31 o    0    1.38 196.6049 53.47931  3708.05  3160.21  2.88 2.73 -45.7 -0.474    18.46 19.08 01a59566o0512o   0x0000   39.484322      -19.33
59566.579213 19.089302      NaN   -44.33    28 o    0    1.11 196.6049 53.47931  3772.01  3233.71  2.76 2.66 -45.6 -0.474    18.54 19.15 01a59566o0534o   0x0000   37.175418      -19.33
59566.585683 18.836735      NaN     8.67    26 o    0    1.42 196.6049 53.47931  3791.82  3113.88  2.76 2.61 -47.1 -0.485    18.57 19.19 01a59566o0548o   0x0000   35.693301      -19.33
59590.560220 19.841877      NaN   -10.33    11 o    0    7.03 196.6049 53.47931  5679.66  3532.29  3.02 2.99 -49.8 -0.444    19.37 21.28 01a59590o0777o   0x0001   26.814394      -19.33
59590.566671 19.841877      NaN   -41.33    14 o    0    1.90 196.6049 53.47931  5661.57  3493.31  2.92 2.91 -37.1 -0.451    19.44 21.31 01a59590o0791o   0x0000   28.178214      -19.33
59590.570376 19.436675      NaN     8.67    11 o    0    3.15 196.6049 53.47931  5723.54  3569.37  3.27 3.25 -46.6 -0.433    19.30 21.33 01a59590o0799o   0x0000   26.814394      -19.33
59590.581477 20.009244      NaN   -57.33    12 o    0    2.07 196.6049 53.47931  5745.18  3446.97  3.09 3.05  -1.5 -0.440    19.38 21.34 01a59590o0823o   0x0000   27.239892      -19.33
59592.424444 18.424171      NaN    -5.33    47 o    0    1.33 196.6049 53.47931  7554.98  9051.14  2.42 2.20 -50.5 -0.435    18.59 19.11 02a59592o0432o   0x0000   52.981239      -19.33
59592.433824 18.757738      NaN   -24.33    38 o    0    1.30 196.6049 53.47931  7579.82  9103.89  2.61 2.35 -46.8 -0.415    18.60 19.20 02a59592o0452o   0x0000   45.188624      -19.33
59592.450344 18.376212      NaN   -32.33    54 o    0    0.59 196.6049 53.47931  7514.80  9019.69  2.14 1.91 -42.8 -0.510    18.29 20.71 02a59592o0487o   0x0000   59.279100      -19.33
59592.463323 19.089302      NaN   -42.33    28 o    0    1.28 196.6049 53.47931  7499.04  9139.60  2.48 2.34  31.6 -0.419    18.53 19.26 02a59592o0515o   0x0000   37.175418      -19.33
59594.592199 19.454622      NaN   -27.33    20 o    0    1.53 196.6049 53.47931   539.58  5684.43  3.02 2.75 -42.9 -0.466    18.85 19.95 01a59594o0831o   0x0000   31.591324      -19.33
59594.594974 19.401649      NaN   -20.33    21 o    0    1.29 196.6049 53.47931   520.49  5647.94  3.04 2.77 -43.9 -0.462    18.90 20.04 01a59594o0837o   0x0000   32.233705      -19.33
59594.597754 18.786693      NaN     4.67    29 o    0    2.12 196.6049 53.47931   579.96  5721.54  3.32 3.06 -44.0 -0.429    18.48 19.53 01a59594o0843o  0x80000   37.934308      -19.33
59594.604201 17.245468      NaN    -7.33   149 o    0    1.25 196.6049 53.47931   599.34  5604.51  3.18 2.86 -44.2 -0.459    17.09 17.68 01a59594o0857o   0x0000  150.993416      -19.33
59594.606511 18.666446      NaN   -15.33    40 o    0    1.29 196.6049 53.47931 10207.28  5517.69  3.01 2.94 -74.8 -0.455    18.37 19.24 01a59594o0862o   0x0000   46.882958      -19.33
59594.608359 16.088739      NaN   145.67   389 o    0    1.22 196.6049 53.47931 10189.12  5475.93  3.20 3.00  30.8 -0.441    16.37 16.90 01a59594o0866o 0x400802  389.767895      -19.33
59594.617481 17.976960      NaN    46.67    56 o    0    1.14 196.6049 53.47931 10251.34  5555.62  3.13 3.09 -60.8 -0.444    18.09 18.93 01a59594o0885o  0x80000   61.106560      -19.33
59594.630975 19.142275      NaN     6.67    18 o    0    2.67 196.6049 53.47931 10273.36  5434.03  3.13 3.07 -71.0 -0.446    19.09 20.39 01a59594o0914o   0x0000   30.364646      -19.33
59598.507362 18.186107      NaN    29.67    48 o    0    1.12 196.6049 53.47931   513.99  5684.98  3.06 2.76 -43.0 -0.467    18.43 19.18 01a59598o0678o   0x0000   53.870323      -19.33
59598.512897 18.496580      NaN   -12.33    46 o    0    0.80 196.6049 53.47931   496.30  5642.71  2.97 2.67 -47.8 -0.481    18.52 19.21 01a59598o0690o   0x0000   52.096178      -19.33
59598.514765 18.424171      NaN    -2.33    46 o    0    1.02 196.6049 53.47931   557.87  5720.94  2.93 2.65 -46.6 -0.480    18.52 19.21 01a59598o0694o   0x0000   52.096178      -19.33
59598.526377 18.757738      NaN   -42.33    38 o    0    1.21 196.6049 53.47931   579.60  5604.00  2.77 2.65 -56.1 -0.480    18.49 19.25 01a59598o0718o   0x0000   45.188624      -19.33
59598.547536 18.623526      NaN   -16.33    42 o    0    1.25 196.6049 53.47931 10194.01  5535.59  3.17 2.91  36.9 -0.426    18.50 19.34 01a59598o0762o  0x80000   48.600532      -19.33
59598.553066 18.786693      NaN   -64.33    37 o    0    1.37 196.6049 53.47931 10174.25  5493.12  3.02 2.93 -87.4 -0.451    18.58 19.37 01a59598o0774o   0x0000   44.351006      -19.33
59598.556791 18.857417      NaN   -11.33    32 o    0    2.60 196.6049 53.47931 10237.63  5573.78  3.02 2.96  69.4 -0.448    18.60 19.38 01a59598o0782o   0x0000   40.274207      -19.33
59598.564183 18.757738      NaN  -101.33    38 o    0    1.25 196.6049 53.47931 10258.29  5451.47  2.98 2.88  46.8 -0.453    18.63 19.41 01a59598o0798o   0x0000   45.188624      -19.33
59602.590425 19.569016      NaN   -36.33    18 o    0    1.29 196.6049 53.47931   958.49  1759.72  2.80 2.69 -41.5 -0.544    19.09 20.23 01a59602o0856o   0x0000   30.364646      -19.33
59602.592729 19.142275      NaN    -2.33    21 o    0    1.07 196.6049 53.47931   938.62  1721.57  2.85 2.75 -43.4 -0.551    19.05 20.23 01a59602o0861o   0x0000   32.233705      -19.33
59602.595496 18.857417      NaN    18.67    22 o    0    0.96 196.6049 53.47931  1002.72  1795.21  2.90 2.76 -37.1 -0.541    19.09 20.23 01a59602o0867o   0x0000   32.893947      -19.33
59602.600577 19.454622      NaN   -34.33    20 o    0    1.51 196.6049 53.47931  1022.82  1674.69  2.85 2.80  24.3 -0.522    18.99 20.23 01a59602o0878o   0x0000   31.591324      -19.33
59604.600650 19.696897      NaN   -35.33    16 o    0    0.99 196.6049 53.47931  1817.35  3291.38  2.43 2.07  40.9 -0.428    19.35 20.54 02a59604o0859o   0x0000   29.223479      -19.33
59604.602935 19.609992      NaN   -18.33    17 o    0    1.00 196.6049 53.47931  1840.75  3329.63  2.16 2.11  53.5 -0.437    19.38 20.52 02a59604o0864o   0x0000   29.782742      -19.33
59604.605683 19.841877      NaN   -22.33    14 o    0    0.80 196.6049 53.47931  1783.14  3251.72  2.09 1.96  41.7 -0.444    19.41 20.51 02a59604o0870o   0x0000   28.178214      -19.33
59604.612553 19.841877      NaN   -20.33    14 o    0    0.86 196.6049 53.47931  1764.82  3366.93  2.26 2.02  38.7 -0.437    19.38 20.51 02a59604o0885o   0x0000   28.178214      -19.33
59605.590987 19.569016      NaN   -10.33    15 o    0    0.49 196.6049 53.47931  1817.48  3290.24  2.22 1.92  40.8 -0.447    19.44 20.59 02a59605o0839o   0x0000   28.688181      -19.33
59605.592816 19.436675      NaN    -9.33    17 o    0    0.68 196.6049 53.47931  1836.48  3330.01  2.24 1.99  42.4 -0.444    19.43 20.59 02a59605o0843o 0x400800   29.782742      -19.33
